accession	species	name	gene	apis_mellifera_identity	apis_mellifera_ortholog_absent	bombus_terrestris_identity	bombus_terrestris_ortholog_absent	varroa_destructor_identity	varroa_destructor_ortholog_absent	metaseiulus_occidentalis_identity	metaseiulus_occidentalis_ortholog_absent	tetranychus_urticae_identity	tetranychus_urticae_ortholog_absent	daphnia_magna_identity	daphnia_magna_ortholog_absent	folsomia_candida_identity	folsomia_candida_ortholog_absent	drosophila_melanogaster_identity	drosophila_melanogaster_ortholog_absent	limulus_polyphemus_identity	limulus_polyphemus_ortholog_absent	homo_sapiens_identity	homo_sapiens_ortholog_absent	canis_lupus_familiaris_identity	canis_lupus_familiaris_ortholog_absent	felis_catus_identity	felis_catus_ortholog_absent	mus_musculus_identity	mus_musculus_ortholog_absent	min_divergence	min_divergence_species	verdict	arthropod_verdict	arthropod_min_divergence	arthropod_worst_species	mammal_verdict	mammal_min_divergence	mammal_worst_species	scope
A0AAQ4E0T1	amblyomma_americanum	Phospholipid-transporting ATPase		0.6033	False	0.6049	False	0.6154	False	0.6444	False	0.5428	False	0.5765	False	0.4488	False	0.6194	False	0.7131	False	0.592	False	0.592	False	0.592	False	0.5924	False	0.2869	limulus_polyphemus	RISKY	RISKY	0.2869	limulus_polyphemus	MARGINAL	0.4076	mus_musculus	NEITHER
A0A0C9SB77	amblyomma_americanum	Ubiquitin-conjugating enzyme E2 S		0.7203	False	0.6143	False	0.5899	False	0.5602	False	0.5822	False	0.6707	False	0.6242	False	0.7041	False	0.6037	False	0.6082	False	0.6516	False	0.6213	False	0.6059	False	0.2797	apis_mellifera	RISKY	RISKY	0.2797	apis_mellifera	RISKY	0.3484	canis_lupus_familiaris	NEITHER
B7QDG3	ixodes_scapularis	B7QDG3		0.5294	False	0.5339	False	0.5926	False	0.5913	False	0.5684	False	0.5696	False	0.5128	False	0.5758	False	0.7273	False	0.625	False	0.6035	False	0.6059	False	0.6121	False	0.2727	limulus_polyphemus	RISKY	RISKY	0.2727	limulus_polyphemus	RISKY	0.375	homo_sapiens	NEITHER
B7Q255	ixodes_scapularis	Homeodomain transcription factor		0.571	False	0.5654	False	0.64	False	0.6007	False	0.5826	False	0.6266	False	0.4748	False	0.6266	False	0.7315	False	0.5184	False	0.5184	False	0.5184	False	0.5151	False	0.2685	limulus_polyphemus	RISKY	RISKY	0.2685	limulus_polyphemus	MARGINAL	0.4816	homo_sapiens	NEITHER
A0A4D5S2A5	ixodes_scapularis			0.7181	False	0.7331	False	0.6007	False	0.6429	False	0.6906	False	0.6871	False	0.6657	False	0.7021	False	0.6936	False	0.6322	False	0.6375	False	0.7323	False	0.7323	False	0.2669	bombus_terrestris	RISKY	RISKY	0.2669	bombus_terrestris	RISKY	0.2677	felis_catus	NEITHER
Q4PMC9	ixodes_scapularis	Q4PMC9		0.7031	False	0.6438	False	0.6261	False	0.5991	False	0.6825	False	0.7202	False	0.6044	False	0.6274	False	0.7048	False	0.6215	False	0.7366	False	0.6431	False	0.699	False	0.2634	canis_lupus_familiaris	RISKY	RISKY	0.2798	daphnia_magna	RISKY	0.2634	canis_lupus_familiaris	NEITHER
A0AAQ4E8L7	amblyomma_americanum	Adenylosuccinate lyase		0.6931	False	0.6904	False	0.7178	False	0.7151	False	0.75	False	0.6827	False	0.6816	False	0.6799	False	0.7206	False	0.7315	False	0.7486	False	0.7397	False	0.737	False	0.25	tetranychus_urticae	RISKY	RISKY	0.25	tetranychus_urticae	RISKY	0.2514	canis_lupus_familiaris	NEITHER
Q86G65	dermacentor_variabilis			0.6554	False	0.6629	False	0.7406	False	0.7406	False	0.668	False	0.6604	False	0.7015	False	0.6579	False	0.7566	False	0.6165	False	0.6353	False	0.6533	False	0.6165	False	0.2434	limulus_polyphemus	RISKY	RISKY	0.2434	limulus_polyphemus	RISKY	0.3467	felis_catus	NEITHER
A0A0C9RY70	amblyomma_americanum	3-hydroxyacyl-CoA dehydrogenase type-2		0.6508	False	0.6587	False	0.7615	False	0.7093	False	0.4903	False	0.6984	False	0.3306	False	0.6996	False	0.7519	False	0.6809	False	0.677	False	0.677	False	0.6615	False	0.2385	varroa_destructor	RISKY	RISKY	0.2385	varroa_destructor	RISKY	0.3191	homo_sapiens	NEITHER
A0A0C9SCI6	amblyomma_americanum	Phosphoglycerate kinase		0.7046	False	0.7143	False	0.7198	False	0.756	False	0.7493	False	0.7012	False	0.6586	False	0.6988	False	0.7626	False	0.7282	False	0.7202	False	0.7226	False	0.7233	False	0.2374	limulus_polyphemus	RISKY	RISKY	0.2374	limulus_polyphemus	RISKY	0.2718	homo_sapiens	NEITHER
A0A4D5S7D6	ixodes_scapularis	F-ATPase gamma subunit		0.6364	False	0.6164	False	0.7645	False	0.6959	False	0.6714	False	0.6462	False	0.5818	False	0.6512	False	0.6689	False	0.6299	False	0.6303	False	0.6338	False	0.6303	False	0.2355	varroa_destructor	RISKY	RISKY	0.2355	varroa_destructor	RISKY	0.3662	felis_catus	NEITHER
B7QNX4	ixodes_scapularis	Aryl hydrocarbon receptor nuclear translocator homolog		0.6555	False	0.6538	False	0.6658	False	0.7195	False	0.7032	False	0.7333	False	0.7192	False	0.6862	False	0.7688	False	0.6293	False	0.632	False	0.6378	False	0.6347	False	0.2312	limulus_polyphemus	RISKY	RISKY	0.2312	limulus_polyphemus	RISKY	0.3622	felis_catus	NEITHER
A0A0C9RV76	amblyomma_americanum	Bifunctional purine biosynthesis protein ATIC		0.6841	False	0.6983	False	0.7762	False	0.7524	False	0.718	False	0.0	True	0.6952	False	0.7593	False	0.7048	False	0.7238	False	0.719	False	0.7079	False	0.7119	False	0.2238	varroa_destructor	RISKY	RISKY	0.2238	varroa_destructor	RISKY	0.2762	homo_sapiens	NEITHER
A0A0C9SEA9	amblyomma_americanum	Isocitrate dehydrogenase [NADP]		0.6619	False	0.7082	False	0.7753	False	0.7547	False	0.6772	False	0.7368	False	0.7923	False	0.6683	False	0.7735	False	0.7275	False	0.7354	False	0.7375	False	0.725	False	0.2077	folsomia_candida	RISKY	RISKY	0.2077	folsomia_candida	RISKY	0.2625	felis_catus	NEITHER
B7P9U9	ixodes_scapularis	Ecdysone receptor		0.6758	False	0.6842	False	0.799	False	0.7623	False	0.7653	False	0.6583	False	0.6472	False	0.5852	False	0.7883	False	0.4399	False	0.4413	False	0.4413	False	0.4337	False	0.201	varroa_destructor	RISKY	RISKY	0.201	varroa_destructor	MARGINAL	0.5587	canis_lupus_familiaris	NEITHER
A0AAQ4CWX3	amblyomma_americanum	Dolichol-phosphate mannosyltransferase subunit 1		0.7839	False	0.7712	False	0.7637	False	0.7806	False	0.7362	False	0.7924	False	0.7531	False	0.7489	False	0.8017	False	0.7669	False	0.7797	False	0.6979	False	0.7585	False	0.1983	limulus_polyphemus	RISKY	RISKY	0.1983	limulus_polyphemus	RISKY	0.2203	canis_lupus_familiaris	NEITHER
A0A4D5RNM5	ixodes_scapularis	Nuclear receptor subfamily 2 group B member 4		0.6948	False	0.6976	False	0.6202	False	0.676	False	0.8059	False	0.7178	False	0.6624	False	0.4962	False	0.7733	False	0.7559	False	0.75	False	0.7529	False	0.7493	False	0.1941	tetranychus_urticae	RISKY	RISKY	0.1941	tetranychus_urticae	RISKY	0.2441	homo_sapiens	NEITHER
A0A4D5RYT8	ixodes_scapularis			0.7186	False	0.7337	False	0.6799	False	0.689	False	0.6887	False	0.6777	False	0.6237	False	0.6994	False	0.8101	False	0.7329	False	0.7329	False	0.7329	False	0.7329	False	0.1899	limulus_polyphemus	RISKY	RISKY	0.1899	limulus_polyphemus	RISKY	0.2671	homo_sapiens	NEITHER
A0AAQ4DD00	amblyomma_americanum	E3 ubiquitin-protein ligase MARCHF6		0.5921	False	0.6154	False	0.697	False	0.5472	False	0.8136	False	0.5841	False	0.4924	False	0.5357	False	0.6016	False	0.5912	False	0.5901	False	0.588	False	0.5938	False	0.1864	tetranychus_urticae	RISKY	RISKY	0.1864	tetranychus_urticae	MARGINAL	0.4062	mus_musculus	NEITHER
A0AAQ4E7F2	amblyomma_americanum	General transcription and DNA repair factor IIH helicase/translocase subunit XPB		0.7579	False	0.7745	False	0.7944	False	0.7613	False	0.7716	False	0.7503	False	0.7238	False	0.7298	False	0.8176	False	0.7486	False	0.7448	False	0.7434	False	0.7444	False	0.1824	limulus_polyphemus	RISKY	RISKY	0.1824	limulus_polyphemus	RISKY	0.2514	homo_sapiens	NEITHER
A0AAQ4DZT2	amblyomma_americanum	Diacylglycerol lipase-alpha		0.6797	False	0.6875	False	0.6629	False	0.6566	False	0.6066	False	0.5146	False	0.5817	False	0.6308	False	0.8211	False	0.5441	False	0.5441	False	0.5441	False	0.5402	False	0.1789	limulus_polyphemus	RISKY	RISKY	0.1789	limulus_polyphemus	MARGINAL	0.4559	homo_sapiens	NEITHER
A0AAQ4E1Y4	amblyomma_americanum	Ion transport domain-containing protein		0.7247	False	0.7228	False	0.7895	False	0.8229	False	0.7136	False	0.7522	False	0.8123	False	0.7839	False	0.7891	False	0.6658	False	0.5917	False	0.4791	False	0.6606	False	0.1771	metaseiulus_occidentalis	RISKY	RISKY	0.1771	metaseiulus_occidentalis	RISKY	0.3342	homo_sapiens	NEITHER
A0A0C9SFH2	amblyomma_americanum	UDP-glucuronic acid decarboxylase 1		0.6848	False	0.6848	False	0.5658	False	0.5877	False	0.7114	False	0.8247	False	0.7027	False	0.7047	False	0.7815	False	0.6296	False	0.6296	False	0.6296	False	0.6296	False	0.1753	daphnia_magna	RISKY	RISKY	0.1753	daphnia_magna	RISKY	0.3704	homo_sapiens	NEITHER
A0AAQ4DNH0	amblyomma_americanum	glutaminase		0.6737	False	0.6794	False	0.8266	False	0.7864	False	0.731	False	0.6942	False	0.4649	False	0.6	False	0.7518	False	0.5508	False	0.5508	False	0.5527	False	0.5499	False	0.1734	varroa_destructor	RISKY	RISKY	0.1734	varroa_destructor	MARGINAL	0.4473	felis_catus	NEITHER
A0AAQ4E1Y3	amblyomma_americanum	Voltage-dependent calcium channel type A subunit alpha-1		0.742	False	0.7377	False	0.8359	False	0.8075	False	0.7285	False	0.7545	False	0.7162	False	0.8033	False	0.7855	False	0.68	False	0.5742	False	0.4964	False	0.67	False	0.1641	varroa_destructor	RISKY	RISKY	0.1641	varroa_destructor	RISKY	0.32	homo_sapiens	NEITHER
A0A2U8U3F3	dermacentor_variabilis	Cytochrome c oxidase subunit 1		0.7281	False	0.7778	False	0.787	False	0.815	False	0.6798	False	0.803	False	0.8204	False	0.8465	False	0.8377	False	0.8087	False	0.8114	False	0.8114	False	0.8026	False	0.1535	drosophila_melanogaster	RISKY	RISKY	0.1535	drosophila_melanogaster	RISKY	0.1886	canis_lupus_familiaris	NEITHER
A0A2U8U2Q4	dermacentor_variabilis	Cytochrome c oxidase subunit 1		0.7325	False	0.7889	False	0.7913	False	0.8062	False	0.6711	False	0.8079	False	0.8252	False	0.8509	False	0.8421	False	0.8087	False	0.8114	False	0.8114	False	0.8026	False	0.1491	drosophila_melanogaster	RISKY	RISKY	0.1491	drosophila_melanogaster	RISKY	0.1886	canis_lupus_familiaris	NEITHER
A0A2U8U368	dermacentor_variabilis	Cytochrome c oxidase subunit 1		0.7281	False	0.7778	False	0.7913	False	0.8062	False	0.6711	False	0.8079	False	0.8252	False	0.8509	False	0.8421	False	0.8087	False	0.8114	False	0.8114	False	0.8026	False	0.1491	drosophila_melanogaster	RISKY	RISKY	0.1491	drosophila_melanogaster	RISKY	0.1886	canis_lupus_familiaris	NEITHER
A0A2U8U3G2	dermacentor_variabilis	Cytochrome c oxidase subunit 1		0.7325	False	0.7889	False	0.7913	False	0.8106	False	0.6754	False	0.8079	False	0.8252	False	0.8509	False	0.8421	False	0.8087	False	0.8114	False	0.8114	False	0.8026	False	0.1491	drosophila_melanogaster	RISKY	RISKY	0.1491	drosophila_melanogaster	RISKY	0.1886	canis_lupus_familiaris	NEITHER
A0A2U8U3T1	dermacentor_variabilis	Cytochrome c oxidase subunit 1		0.7325	False	0.7889	False	0.7913	False	0.8062	False	0.6711	False	0.8079	False	0.8301	False	0.8509	False	0.8421	False	0.813	False	0.8158	False	0.8158	False	0.807	False	0.1491	drosophila_melanogaster	RISKY	RISKY	0.1491	drosophila_melanogaster	RISKY	0.1842	canis_lupus_familiaris	NEITHER
A0AAQ4EDP8	amblyomma_americanum	PRKCA-binding protein		0.6903	False	0.6745	False	0.8516	False	0.8276	False	0.7344	False	0.6299	False	0.6345	False	0.6402	False	0.8497	False	0.7273	False	0.7245	False	0.7245	False	0.7135	False	0.1484	varroa_destructor	RISKY	RISKY	0.1484	varroa_destructor	RISKY	0.2727	homo_sapiens	NEITHER
A0A2U8U2R2	dermacentor_variabilis	Cytochrome c oxidase subunit 1		0.7325	False	0.7889	False	0.7956	False	0.8106	False	0.6754	False	0.8128	False	0.8301	False	0.8553	False	0.8465	False	0.813	False	0.8158	False	0.8158	False	0.807	False	0.1447	drosophila_melanogaster	RISKY	RISKY	0.1447	drosophila_melanogaster	RISKY	0.1842	canis_lupus_familiaris	NEITHER
A0A2U8U2Y5	dermacentor_variabilis	Cytochrome c oxidase subunit 1		0.7325	False	0.7889	False	0.7956	False	0.8106	False	0.6754	False	0.8128	False	0.8252	False	0.8553	False	0.8465	False	0.813	False	0.8158	False	0.8158	False	0.807	False	0.1447	drosophila_melanogaster	RISKY	RISKY	0.1447	drosophila_melanogaster	RISKY	0.1842	canis_lupus_familiaris	NEITHER
A0A2U8U3E7	dermacentor_variabilis	Cytochrome c oxidase subunit 1		0.7325	False	0.7889	False	0.7983	False	0.8106	False	0.6754	False	0.8128	False	0.8301	False	0.8553	False	0.8465	False	0.8158	False	0.8158	False	0.8158	False	0.807	False	0.1447	drosophila_melanogaster	RISKY	RISKY	0.1447	drosophila_melanogaster	RISKY	0.1842	homo_sapiens	NEITHER
A0A2U8U3H0	dermacentor_variabilis	Cytochrome c oxidase subunit 1		0.7325	False	0.7889	False	0.7956	False	0.8106	False	0.6754	False	0.8128	False	0.8301	False	0.8553	False	0.8465	False	0.813	False	0.8114	False	0.8114	False	0.807	False	0.1447	drosophila_melanogaster	RISKY	RISKY	0.1447	drosophila_melanogaster	RISKY	0.187	homo_sapiens	NEITHER
A0A2U8U3S9	dermacentor_variabilis	Cytochrome c oxidase subunit 1		0.7368	False	0.7889	False	0.8	False	0.815	False	0.6798	False	0.8177	False	0.835	False	0.8553	False	0.8509	False	0.813	False	0.8114	False	0.8114	False	0.807	False	0.1447	drosophila_melanogaster	RISKY	RISKY	0.1447	drosophila_melanogaster	RISKY	0.187	homo_sapiens	NEITHER
A0A2U8U3G0	dermacentor_variabilis	Cytochrome c oxidase subunit 1		0.7281	False	0.7889	False	0.7913	False	0.8062	False	0.6754	False	0.8128	False	0.8301	False	0.8553	False	0.8465	False	0.813	False	0.8114	False	0.8114	False	0.8026	False	0.1447	drosophila_melanogaster	RISKY	RISKY	0.1447	drosophila_melanogaster	RISKY	0.187	homo_sapiens	NEITHER
A0A0C9RV71	amblyomma_americanum	Phospholipid-transporting ATPase		0.7494	False	0.7494	False	0.7759	False	0.7759	False	0.694	False	0.7373	False	0.6651	False	0.7301	False	0.8577	False	0.7418	False	0.759	False	0.7761	False	0.7441	False	0.1423	limulus_polyphemus	RISKY	RISKY	0.1423	limulus_polyphemus	RISKY	0.2239	felis_catus	NEITHER
G0WV55	dermacentor_variabilis			0.7934	False	0.7927	False	0.8105	False	0.8403	False	0.7178	False	0.8128	False	0.7908	False	0.7826	False	0.8603	False	0.6407	False	0.673	False	0.6407	False	0.6396	False	0.1397	limulus_polyphemus	RISKY	RISKY	0.1397	limulus_polyphemus	RISKY	0.327	canis_lupus_familiaris	NEITHER
A0A0C9R1D7	amblyomma_americanum	PRKCA-binding protein		0.7195	False	0.7104	False	0.8604	False	0.8604	False	0.7252	False	0.6742	False	0.6532	False	0.6787	False	0.8378	False	0.7207	False	0.7207	False	0.7162	False	0.7207	False	0.1396	varroa_destructor	RISKY	RISKY	0.1396	varroa_destructor	RISKY	0.2793	homo_sapiens	NEITHER
B7Q1X5	ixodes_scapularis			0.7123	False	0.7123	False	0.8784	False	0.8514	False	0.7051	False	0.7286	False	0.726	False	0.5775	False	0.6143	False	0.6765	False	0.5775	False	0.5775	False	0.6765	False	0.1216	varroa_destructor	RISKY	RISKY	0.1216	varroa_destructor	RISKY	0.3235	homo_sapiens	NEITHER
B7PIZ2	ixodes_scapularis			0.8808	False	0.8808	False	0.8182	False	0.8146	False	0.8708	False	0.8742	False	0.3485	False	0.8843	False	0.9252	False	0.8742	False	0.8742	False	0.904	False	0.8742	False	0.0748	limulus_polyphemus	RISKY	RISKY	0.0748	limulus_polyphemus	RISKY	0.096	felis_catus	NEITHER
B7Q1Q9	ixodes_scapularis	B7Q1Q9		0.8461	False	0.8365	False	0.699	False	0.8333	False	0.835	False	0.7692	False	0.7885	False	0.8302	False	0.932	False	0.7961	False	0.7961	False	0.7961	False	0.7961	False	0.068	limulus_polyphemus	RISKY	RISKY	0.068	limulus_polyphemus	RISKY	0.2039	homo_sapiens	NEITHER
A0A4D5RDE4	ixodes_scapularis			0.8925	False	0.8978	False	0.8239	False	0.8172	False	0.8602	False	0.8919	False	0.3603	False	0.8817	False	0.9454	False	0.9016	False	0.9016	False	0.904	False	0.9016	False	0.0546	limulus_polyphemus	RISKY	RISKY	0.0546	limulus_polyphemus	RISKY	0.096	felis_catus	NEITHER
Q8T9S5	dermacentor_variabilis			0.8846	False	0.8846	False	0.9054	False	0.921	False	0.9157	False	0.8965	False	0.8922	False	0.897	False	0.9618	False	0.8719	False	0.8759	False	0.8759	False	0.8719	False	0.0382	limulus_polyphemus	RISKY	RISKY	0.0382	limulus_polyphemus	RISKY	0.1241	canis_lupus_familiaris	NEITHER
A4UTU3	dermacentor_variabilis			0.992	False	0.9947	False	0.9867	False	0.9867	False	0.9947	False	0.9947	False	0.9963	False	0.9947	False	0.992	False	0.9866	False	0.9866	False	0.9866	False	0.9866	False	0.0037	folsomia_candida	RISKY	RISKY	0.0037	folsomia_candida	RISKY	0.0134	homo_sapiens	NEITHER
